task,expert,endpoint,method,seed,ranking,same_checkpoint_control,validation_score25,test_fixed_score25,test_ranked_score25,validation_metric,test_metric,validation_call,test_call,threshold,operator,nominal_budget
cub,glsim,Qwen3.8,error,2030,probability,False,0.937,0.813565757680359,0.867069382119434,0.985,0.8943734898170521,0.01,0.04142216085605799,0.02723637968301773,ge,0.01
cub,glsim,Qwen3.8,four_difference,2026,log_ratio,True,0.9530833333333334,0.8487918536416983,0.8794097342078012,0.9858333333333333,0.8957542285122541,0.01,0.03935105281325509,-3.026237964630127,ge,0.01
cub,glsim,Qwen3.8,four_difference,2026,probability_difference,False,0.9861666666666666,0.8969623748705557,0.8968243010010355,0.9883333333333333,0.9007594062823611,0.01,0.012426648256817397,-0.001153669785708189,ge,0.01
cub,glsim,Qwen3.8,four_difference,2027,log_ratio,True,0.9509166666666666,0.8343976527442182,0.8812392129789437,0.9875,0.8990334829133586,0.01,0.024680704176734552,-1.5695973634719849,ge,0.01
cub,glsim,Qwen3.8,four_difference,2027,probability_difference,False,0.9865833333333334,0.8975146703486365,0.8968760787021056,0.9891666666666666,0.9016223679668622,0.01,0.0075940628236106315,-0.005822875536978245,ge,0.01
cub,glsim,Qwen3.8,four_difference,2028,log_ratio,True,0.9498333333333333,0.8387124611667242,0.877873662409389,0.9841666666666666,0.896444597859855,0.01,0.04504659993096306,-2.472076892852783,ge,0.01
cub,glsim,Qwen3.8,four_difference,2028,probability_difference,False,0.98625,0.897117707973766,0.8967380048325855,0.9891666666666666,0.9016223679668622,0.01,0.005350362443907491,-0.01126081869006157,ge,0.01
cub,glsim,Qwen3.8,four_difference,2029,log_ratio,True,0.9350833333333334,0.8065585088022093,0.8781325509147394,0.985,0.897134967207456,0.01,0.04124956851915775,-2.668215751647949,ge,0.01
cub,glsim,Qwen3.8,four_difference,2029,probability_difference,False,0.9856666666666667,0.8977562996202969,0.8968588194684156,0.9891666666666666,0.9016223679668622,0.01,0.007248878149810148,-0.009776376187801361,ge,0.01
cub,glsim,Qwen3.8,four_difference,2030,log_ratio,True,0.9451666666666667,0.8248360372799448,0.8789955125992406,0.9866666666666667,0.8973075595443563,0.01,0.03141180531584398,-2.2285304069519043,ge,0.01
cub,glsim,Qwen3.8,four_difference,2030,probability_difference,False,0.9864166666666666,0.897842595788747,0.8972212633759061,0.9891666666666666,0.901449775629962,0.01,0.00845702450811184,-0.00619181152433157,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2026,log_ratio,False,0.97775,0.8907835692095272,0.8929927511218502,0.9866666666666667,0.9007594062823611,0.01,0.013289609941318605,7.8850555419921875,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2026,probability_difference,True,0.98,0.8945115636865724,0.8949085260614429,0.9833333333333333,0.9000690369347601,0.01,0.021401449775629963,3.262804426640287e-08,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2027,log_ratio,False,0.9788333333333333,0.8919226786330687,0.8939247497411115,0.9891666666666666,0.9012771832930618,0.01,0.010700724887814981,5.494701862335205,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2027,probability_difference,True,0.9826666666666667,0.8942526751812221,0.8946323783224025,0.9866666666666667,0.8998964445978599,0.01,0.02036589575422851,2.1654463466802554e-07,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2028,log_ratio,False,0.9742500000000001,0.8885226095961339,0.8900586813945461,0.9875,0.9002416292716603,0.01,0.015360717984121504,4.342945575714111,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2028,probability_difference,True,0.9825833333333334,0.8935277873662409,0.8939420089748016,0.9858333333333333,0.8986882982395582,0.01,0.025716258198136003,1.3274492616233147e-08,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2029,log_ratio,False,0.97475,0.8875733517431827,0.8920434932688989,0.9866666666666667,0.9000690369347601,0.01,0.022609596133931653,1.6047245264053345,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2029,probability_difference,True,0.9834166666666667,0.8941146013117018,0.8947531929582326,0.9866666666666667,0.898515705902658,0.01,0.02865032792544011,2.6156001808885776e-07,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2030,log_ratio,False,0.9755833333333334,0.8808249913703833,0.8880220918191233,0.9875,0.9002416292716603,0.01,0.023990334829133587,2.1992859840393066,ge,0.01
cub,glsim,Qwen3.8,four_ratio,2030,probability_difference,True,0.9823333333333333,0.8923886779426994,0.8940800828443217,0.9858333333333333,0.8981705212288574,0.01,0.02744218156713842,1.076633907359792e-05,ge,0.01
cub,glsim,Qwen3.8,gain,2026,regression,False,0.98425,0.8925785295132896,0.893562305833621,0.9875,0.8990334829133586,0.01,0.019848118743527786,0.26899492740631104,ge,0.01
cub,glsim,Qwen3.8,gain,2027,regression,False,0.9848333333333333,0.8949430445288229,0.8939074905074215,0.9891666666666666,0.9016223679668622,0.01,0.008974801518812565,0.13488280773162842,ge,0.01
cub,glsim,Qwen3.8,gain,2028,regression,False,0.9855,0.8969623748705559,0.8970141525716258,0.9891666666666666,0.9016223679668622,0.01,0.012426648256817397,0.15440733730793,ge,0.01
cub,glsim,Qwen3.8,gain,2029,regression,False,0.98575,0.8980151881256473,0.8969451156368657,0.9891666666666666,0.9016223679668622,0.01,0.005350362443907491,0.08522714674472809,ge,0.01
