task,expert,endpoint,method,seed,ranking,same_checkpoint_control,validation_score25,test_fixed_score25,test_ranked_score25,validation_metric,test_metric,validation_call,test_call,threshold,operator,nominal_budget
cub,glsim,Qwen3.8,gain,2030,regression,False,0.9856666666666667,0.8955471177079739,0.895029340697273,0.9875,0.9004142216085605,0.01,0.010355540214014497,0.11318457126617432,ge,0.01
cub,glsim,Qwen3.8,route,2026,probability,False,0.927,0.7939592682084916,0.8622367966862271,0.9816666666666667,0.8967897825336555,0.01,0.019848118743527786,0.02219533920288086,ge,0.01
cub,glsim,Qwen3.8,route,2027,probability,False,0.9275833333333334,0.8065239903348291,0.8693648602002071,0.9825,0.8954090438384535,0.01,0.028995512599240592,0.022180303931236267,ge,0.01
cub,glsim,Qwen3.8,route,2028,probability,False,0.92425,0.7911114946496376,0.8623921297894374,0.9833333333333333,0.891439420089748,0.01,0.03089402830514325,0.0007422103662975132,ge,0.01
cub,glsim,Qwen3.8,route,2029,probability,False,0.9250833333333334,0.7919054193993786,0.8617362789092164,0.9833333333333333,0.8967897825336555,0.01,0.02036589575422851,0.012569688260555267,ge,0.01
cub,glsim,Qwen3.8,route,2030,probability,False,0.9218333333333333,0.7856920952709701,0.8598722816706938,0.9833333333333333,0.8959268208491543,0.01,0.024680704176734552,0.0028624904807657003,ge,0.01
grefcoco,groundingdino,MiniCPM,error,2026,probability,False,0.6196570384426172,0.3284746051101721,0.3309162578339903,0.672007871248858,0.45007514959022205,0.339939560053412,0.45194679976179,0.9987803101539612,ge,0.34
grefcoco,groundingdino,MiniCPM,error,2027,probability,False,0.6219059666877503,0.3199415818279784,0.33172447040807646,0.6781221449153138,0.4620140090179508,0.34998945814885096,0.47097524317273065,0.9986439347267151,ge,0.35
grefcoco,groundingdino,MiniCPM,error,2028,probability,False,0.6211328976034858,0.32172248532456116,0.3314182003800017,0.6761543327008223,0.438363156849956,0.3299599409656336,0.4045600204180019,0.997635006904602,ge,0.33
grefcoco,groundingdino,MiniCPM,error,2029,probability,False,0.6207674467636517,0.3165272381816635,0.33000879108413916,0.6860636727809404,0.4450840824660409,0.3599690772366294,0.4424183988883532,0.9989563226699829,ge,0.36
grefcoco,groundingdino,MiniCPM,error,2030,probability,False,0.6218778550846862,0.33092476533477017,0.3335195530726257,0.672851219340783,0.467742392876386,0.3599690772366294,0.4931514618722173,0.9941957592964172,ge,0.36
grefcoco,groundingdino,MiniCPM,four_difference,2026,log_ratio,True,0.6254691123761332,0.3268269857924737,0.33397045061395797,0.686344788811582,0.4573916002608967,0.34998945814885096,0.4425034738961518,6.270540237426758,ge,0.35
grefcoco,groundingdino,MiniCPM,four_difference,2026,probability_difference,False,0.6121863799283154,0.3787539347191107,0.3491052945013186,0.6554923044486611,0.5033037461361767,0.449996486049617,0.5800697615063948,0.2908308804035187,ge,0.45
grefcoco,groundingdino,MiniCPM,four_difference,2027,log_ratio,True,0.6236910534823248,0.3298783427388481,0.33427388480843945,0.6797385620915033,0.453052774863171,0.3299599409656336,0.4178317216345745,5.889019966125488,ge,0.33
grefcoco,groundingdino,MiniCPM,four_difference,2027,probability_difference,False,0.6151521540515847,0.3754161585798146,0.3483906644358109,0.6602712769695692,0.49249922014576186,0.39995783259540374,0.5114993052207697,0.3213382363319397,ge,0.4
grefcoco,groundingdino,MiniCPM,four_difference,2028,log_ratio,True,0.6240354206198608,0.33228880129314015,0.33633837166435077,0.6694075479654227,0.43830644017809034,0.2999508046946377,0.38292261010123924,7.289079189300537,ge,0.3
grefcoco,groundingdino,MiniCPM,four_difference,2028,probability_difference,False,0.615187293555415,0.37666108952726657,0.3502850012761251,0.6552814674256799,0.5009783625896832,0.46995572422517395,0.5808070782406488,0.24761390686035156,ge,0.47
grefcoco,groundingdino,MiniCPM,four_difference,2029,log_ratio,True,0.6243235645512686,0.3337634347616482,0.3369395683861271,0.6740459624710099,0.4451407991379066,0.3099304237824162,0.390777869154638,5.797358512878418,ge,0.31
grefcoco,groundingdino,MiniCPM,four_difference,2029,probability_difference,False,0.6152646004638415,0.36908941383319627,0.3493832061934606,0.6550003513950383,0.4933783285596801,0.4199873497786211,0.5310665570144344,0.31439468264579773,ge,0.42
grefcoco,groundingdino,MiniCPM,four_difference,2030,log_ratio,True,0.6234591327570455,0.3296911777216913,0.3353770240762272,0.675240705601237,0.46825284292317726,0.3599690772366294,0.4682244845872444,5.167756080627441,ge,0.36
grefcoco,groundingdino,MiniCPM,four_difference,2030,probability_difference,False,0.6110338042026846,0.38105095992967136,0.3495448487082778,0.6552111884180195,0.5055156963389388,0.4799353433129524,0.6086266057907722,0.16629476845264435,ge,0.48
grefcoco,groundingdino,MiniCPM,four_ratio,2026,log_ratio,False,0.6254691123761332,0.3268269857924737,0.33397045061395797,0.686344788811582,0.4573916002608967,0.34998945814885096,0.4425034738961518,6.270540237426758,ge,0.35
grefcoco,groundingdino,MiniCPM,four_ratio,2026,probability_difference,True,0.6121863799283154,0.3787539347191107,0.3491052945013186,0.6554923044486611,0.5033037461361767,0.449996486049617,0.5800697615063948,0.2908308804035187,ge,0.45
grefcoco,groundingdino,MiniCPM,four_ratio,2027,log_ratio,False,0.6256237261929861,0.33940390777869156,0.3395825652950685,0.6751001475859161,0.4591781754246661,0.3199803218778551,0.42540339732864474,5.838075160980225,ge,0.32
grefcoco,groundingdino,MiniCPM,four_ratio,2027,probability_difference,True,0.611961487103802,0.37634347616481867,0.348869920313076,0.6555625834563216,0.5022828460425942,0.449996486049617,0.5760712361398633,0.1986093968153,ge,0.45
grefcoco,groundingdino,MiniCPM,four_ratio,2028,log_ratio,False,0.6255464192845597,0.3335053739046593,0.33636956583387684,0.6811441422447115,0.4548960666988061,0.339939560053412,0.43184073958540115,5.855062961578369,ge,0.34
grefcoco,groundingdino,MiniCPM,four_ratio,2028,probability_difference,True,0.6106261859582542,0.38387545018858293,0.3494427586989195,0.6584440227703985,0.5022261293707285,0.45997610513739545,0.5888892039815103,0.26440566778182983,ge,0.46
grefcoco,groundingdino,MiniCPM,four_ratio,2029,log_ratio,False,0.6268184693232132,0.3295890877123331,0.33684315004395543,0.6826200014055801,0.4556050250971273,0.3299599409656336,0.418115304993903,6.247387886047363,ge,0.33
grefcoco,groundingdino,MiniCPM,four_ratio,2029,probability_difference,True,0.6111181390118772,0.379942148994697,0.3487649944701245,0.6553517464333404,0.49859626237132404,0.43994658795417807,0.566457760258628,0.1935059130191803,ge,0.44
grefcoco,groundingdino,MiniCPM,four_ratio,2030,log_ratio,False,0.6252301637500879,0.3501375379292743,0.3431103422851147,0.6756623796471993,0.4759095936250461,0.34998945814885096,0.47395286844567963,4.759512424468994,ge,0.35
grefcoco,groundingdino,MiniCPM,four_ratio,2030,probability_difference,True,0.6018553658022349,0.379862745654085,0.34663244760797435,0.6539461662801321,0.5139664804469274,0.6099515074847143,0.7495391770410912,0.10030291974544525,ge,0.61
grefcoco,groundingdino,MiniCPM,gain,2026,regression,False,0.610070981797737,0.37849020219493523,0.3483764852678445,0.652400028111603,0.4986529790431897,0.45997610513739545,0.5797578198111335,0.21678990125656128,ge,0.46
grefcoco,groundingdino,MiniCPM,gain,2027,regression,False,0.6174221659990161,0.3740889884581573,0.348969174488841,0.6599901609389276,0.49513654538751667,0.40993745168318224,0.5304710319598446,0.3141249120235443,ge,0.41
grefcoco,groundingdino,MiniCPM,gain,2028,regression,False,0.6159744184412116,0.378717068882398,0.3501176870941213,0.6553517464333404,0.4867991946232595,0.3799985944198468,0.49170518673964214,0.33114850521087646,ge,0.38
grefcoco,groundingdino,MiniCPM,gain,2029,regression,False,0.6138730761121652,0.37937498227604005,0.35035589711595727,0.6597090449082859,0.4959872954655021,0.4299669688663996,0.5455009500042538,0.22381940484046936,ge,0.43
grefcoco,groundingdino,MiniCPM,gain,2030,regression,False,0.6128259188980252,0.3797719989790999,0.3495788787113972,0.6537353292571509,0.4996455208008394,0.46995572422517395,0.5867339704506139,0.22586381435394287,ge,0.47
grefcoco,groundingdino,MiniCPM,route,2026,probability,False,0.6102888467214843,0.37863482970819273,0.3489464878200947,0.6519080750579802,0.4875365113575135,0.3899782135076253,0.5070470464793126,0.3191682696342468,ge,0.39
grefcoco,groundingdino,MiniCPM,route,2027,probability,False,0.6112095017218357,0.37822646967075974,0.34943708703173293,0.6542272823107738,0.5000141791679664,0.46995572422517395,0.5829339534356124,0.2239772230386734,ge,0.47
grefcoco,groundingdino,MiniCPM,route,2028,probability,False,0.6121512404244852,0.381246632447608,0.3505345546323342,0.6566870475788882,0.5091455633383433,0.5599831330381615,0.679125428919831,0.1410127878189087,ge,0.56
grefcoco,groundingdino,MiniCPM,route,2029,probability,False,0.6093330522173027,0.37595780279613195,0.34845588860845644,0.6587251388010401,0.509570938377336,0.5499332349427226,0.6692567280152001,0.16817709803581238,ge,0.55
grefcoco,groundingdino,MiniCPM,route,2030,probability,False,0.612629137676576,0.3781413946629612,0.3488840994810425,0.6599198819312672,0.4926693701613589,0.40993745168318224,0.5272098233275672,0.252823144197464,ge,0.41
grefcoco,groundingdino,Qwen3.8,error,2026,probability,False,0.6632581347951367,0.3435243739897343,0.36802881206930776,0.8076463560334528,0.7476391685335905,0.8499543186450207,0.9376683776196013,0.022591590881347656,ge,0.85
grefcoco,groundingdino,Qwen3.8,error,2027,probability,False,0.664171761894722,0.35875847205285993,0.37080509315713356,0.8063813338955654,0.7456540850182911,0.9199522102747909,0.9775401979411849,0.02014699950814247,ge,0.92
grefcoco,groundingdino,Qwen3.8,error,2028,probability,False,0.6648604961697941,0.3547599466863285,0.37165017156793245,0.809051936186661,0.7488018603068372,0.7499472907442547,0.8757904886141281,0.06771374493837357,ge,0.75
grefcoco,groundingdino,Qwen3.8,error,2029,probability,False,0.6639328132686766,0.35926608626605794,0.3697756855627712,0.8100358422939068,0.749397385361427,0.7599971888396936,0.8780307971528231,0.11147670447826385,ge,0.76
grefcoco,groundingdino,Qwen3.8,error,2030,probability,False,0.6646988544521751,0.3665116410969005,0.37108867651646205,0.8096141682479443,0.7483481269319117,0.7599971888396936,0.8804412557071151,0.09122030436992645,ge,0.76
grefcoco,groundingdino,Qwen3.8,four_difference,2026,log_ratio,True,0.6653875887272471,0.3563536851657545,0.37075404815245444,0.8131983976386253,0.7484332019397102,0.7199381544732588,0.8543799449848283,1.1629548072814941,ge,0.72
grefcoco,groundingdino,Qwen3.8,four_difference,2026,probability_difference,False,0.64471853257432,0.4197714318123813,0.3737997334316422,0.8122144915313796,0.7510988855173978,0.889943074003795,0.9439639281966934,-0.005598927848041058,ge,0.89
grefcoco,groundingdino,Qwen3.8,four_difference,2027,log_ratio,True,0.6657249279640172,0.36034086719791286,0.37154808155857416,0.8140417457305503,0.7490570853302329,0.7299880525686977,0.864475512576922,0.9775638580322266,ge,0.73
grefcoco,groundingdino,Qwen3.8,four_difference,2027,probability_difference,False,0.6501792114695341,0.42674191078467516,0.3756628761024303,0.8137606296999086,0.7514108272126592,0.7599971888396936,0.8772651220826362,0.007067253813147545,ge,0.76
grefcoco,groundingdino,Qwen3.8,four_difference,2028,log_ratio,True,0.6657319558647832,0.3570966735671951,0.3724158466381193,0.8109494693934922,0.7490003686583672,0.7599971888396936,0.8856024728468933,0.5702824592590332,ge,0.76
grefcoco,groundingdino,Qwen3.8,four_difference,2028,probability_difference,False,0.6468269028041324,0.42378413634687917,0.37404928678785127,0.8108791903858318,0.7490003686583672,0.7399676716564763,0.8646456625925191,0.04995465278625488,ge,0.74
grefcoco,groundingdino,Qwen3.8,four_difference,2029,log_ratio,True,0.6677208517815728,0.3597396704761365,0.37265689249354844,0.8180476491671937,0.6975016306043161,0.4999648604961698,0.6610611689306072,4.503515243530273,ge,0.5
grefcoco,groundingdino,Qwen3.8,four_difference,2029,probability_difference,False,0.6497926769274018,0.42418398888353237,0.37587839945551993,0.8146039777918336,0.7525168023140402,0.769976807927472,0.8896009982134249,0.0001585048739798367,ge,0.77
grefcoco,groundingdino,Qwen3.8,four_difference,2030,log_ratio,True,0.6672710661325463,0.35784533363582227,0.37289510251538444,0.8139011877152295,0.68598814621558,0.45997610513739545,0.6289311743186909,5.074526786804199,ge,0.46
grefcoco,groundingdino,Qwen3.8,four_difference,2030,probability_difference,False,0.6506219692177946,0.41705753906360776,0.37504182854550094,0.8121442125237192,0.7515242605563905,0.769976807927472,0.8831352976207356,0.0009468437638133764,ge,0.77
grefcoco,groundingdino,Qwen3.8,four_ratio,2026,log_ratio,False,0.6681987490336636,0.35673085103366137,0.3720074866006863,0.814674256799494,0.6775090037716587,0.449996486049617,0.6187788900547316,4.9009013175964355,ge,0.45
grefcoco,groundingdino,Qwen3.8,four_ratio,2026,probability_difference,True,0.6444866118490407,0.4191759067577915,0.37435272098233274,0.8118630964930775,0.7504750021268752,0.7799564270152506,0.8855173978390948,0.0017387100961059332,ge,0.78
grefcoco,groundingdino,Qwen3.8,four_ratio,2027,log_ratio,False,0.6675029868578255,0.3584578736919718,0.3718742024218019,0.8115819804624359,0.7508436604940022,0.769976807927472,0.8901681649320818,0.7685046792030334,ge,0.77
grefcoco,groundingdino,Qwen3.8,four_ratio,2027,probability_difference,True,0.636355330662731,0.42979893939823616,0.3723761449678133,0.8112305854241338,0.7503048521112781,0.7999859441984679,0.9094518333664181,0.0002940092235803604,ge,0.8
grefcoco,groundingdino,Qwen3.8,four_ratio,2028,log_ratio,False,0.6682479443390259,0.35434875081530215,0.37289793834897766,0.8178368121442126,0.6524118764710887,0.4299669688663996,0.559963701330006,4.766618251800537,ge,0.43
grefcoco,groundingdino,Qwen3.8,four_ratio,2028,probability_difference,True,0.6435589289479232,0.4260783257238465,0.37392451010974675,0.8148148148148148,0.7518362022516518,0.7199381544732588,0.8465246859314296,0.02629547379910946,ge,0.72
grefcoco,groundingdino,Qwen3.8,four_ratio,2029,log_ratio,False,0.6682830838428562,0.3561211468111051,0.37262002665683575,0.8134092346616065,0.7514675438845249,0.7999859441984679,0.9124578169752999,0.5637103319168091,ge,0.8
grefcoco,groundingdino,Qwen3.8,four_ratio,2029,probability_difference,True,0.6365942792887764,0.439707341973173,0.37266823582792163,0.81228477053904,0.7514108272126592,0.769976807927472,0.882312905878683,0.026074310764670372,ge,0.77
grefcoco,groundingdino,Qwen3.8,four_ratio,2030,log_ratio,False,0.6682971396443882,0.3633241641380484,0.37567705527039674,0.8128470026003233,0.7499078354082183,0.7499472907442547,0.8657516376939001,0.4791870713233948,ge,0.75
grefcoco,groundingdino,Qwen3.8,four_ratio,2030,probability_difference,True,0.6425398833368473,0.4160763406403312,0.37284972917789183,0.8117225384777567,0.7500212687519496,0.7599971888396936,0.8725576383177835,0.006772097200155258,ge,0.76
grefcoco,groundingdino,Qwen3.8,gain,2026,regression,False,0.6500948766603415,0.4085528741173468,0.37506167938065393,0.8111603064164734,0.7486884269631058,0.8399746995572422,0.9279981850665003,-0.02583235502243042,ge,0.84
grefcoco,groundingdino,Qwen3.8,gain,2027,regression,False,0.6490266357439033,0.40404957037121064,0.3745710801690157,0.8083491461100569,0.7489152936505686,0.8599339377327992,0.931032527011315,-0.046560950577259064,ge,0.86
grefcoco,groundingdino,Qwen3.8,gain,2028,regression,False,0.6493920865837374,0.41194736692850864,0.37493406686895614,0.8083491461100569,0.7489152936505686,0.889943074003795,0.9355982190965034,-0.011892817914485931,ge,0.89
grefcoco,groundingdino,Qwen3.8,gain,2029,regression,False,0.6419776512755639,0.41630037149420074,0.37266823582792163,0.8077869140487737,0.7461928934010152,0.7299880525686977,0.8561948784845306,0.2810576260089874,ge,0.73
grefcoco,groundingdino,Qwen3.8,gain,2030,regression,False,0.6458289408953546,0.4047443496015654,0.37252927998185065,0.8073652400028112,0.7478376768851204,0.9799704828167827,0.9813969316280521,-0.14250685274600983,ge,0.98
grefcoco,groundingdino,Qwen3.8,route,2026,probability,False,0.6444866118490405,0.41589201145676774,0.373618240081672,0.8079977510717549,0.7483764852678445,0.7799564270152506,0.8789099055667413,0.03565872833132744,ge,0.78
grefcoco,groundingdino,Qwen3.8,route,2027,probability,False,0.64471853257432,0.4247710064373423,0.37423928763860137,0.8113008644317943,0.7493690270254941,0.7399676716564763,0.8599948954995321,0.052881352603435516,ge,0.74
grefcoco,groundingdino,Qwen3.8,route,2028,probability,False,0.6485838779956428,0.42200323285029634,0.3751977993931316,0.809051936186661,0.7477526018773218,0.7799564270152506,0.8825964892380115,0.04733765125274658,ge,0.78
grefcoco,groundingdino,Qwen3.8,route,2029,probability,False,0.645920303605313,0.4168845532144174,0.3746419760088478,0.8083491461100569,0.7472705101664634,0.7599971888396936,0.8672262711624081,0.07822275161743164,ge,0.76
grefcoco,groundingdino,Qwen3.8,route,2030,probability,False,0.6486682128048352,0.4162493264895216,0.3751269035532995,0.8112305854241338,0.7486317102912401,0.7399676716564763,0.8654964126705045,0.059102341532707214,ge,0.74
grefcoco,instancevg,MiniCPM,error,2026,probability,False,0.7587954178087006,0.6688625471457335,0.6756260102657177,0.7621758380771664,0.6750701868814338,0.119966266076323,0.2011740351076199,0.09462917596101761,ge,0.12
grefcoco,instancevg,MiniCPM,error,2027,probability,False,0.754782486471291,0.6689220996511925,0.6757366077758558,0.7564129594490125,0.6766298953577404,0.119966266076323,0.19453818449933358,0.11577890813350677,ge,0.12
grefcoco,instancevg,MiniCPM,error,2028,probability,False,0.7610302902523016,0.6724186824717127,0.6764540736749567,0.7705390399887554,0.6594447437824349,0.22995291306486754,0.3116013952301279,0.01688133366405964,ge,0.23
grefcoco,instancevg,MiniCPM,error,2029,probability,False,0.7553376906318083,0.6730142075263024,0.6763718345007514,0.7609108159392789,0.6647761109378102,0.20999367488931056,0.27918781725888325,0.07360158115625381,ge,0.21
grefcoco,instancevg,MiniCPM,error,2030,probability,False,0.7579309860144775,0.6706689731446558,0.6759578027961319,0.7615433270082227,0.675041828545501,0.13999578325954037,0.21084422766072086,0.09310838580131531,ge,0.14
grefcoco,instancevg,MiniCPM,four_difference,2026,log_ratio,True,0.764670742849111,0.6763945211694977,0.6784221421886965,0.7743341064024176,0.6692567280152001,0.21997329397708903,0.290389359952358,-5.367876052856445,ge,0.22
grefcoco,instancevg,MiniCPM,four_difference,2026,probability_difference,False,0.7550636025019327,0.6777075121231887,0.6773587045912146,0.7559210063953897,0.6787851288886368,0.06999789162977019,0.13972152114113945,-0.03360140696167946,ge,0.07
grefcoco,instancevg,MiniCPM,four_difference,2027,log_ratio,True,0.7550987420057629,0.6750758585486204,0.6768822845475427,0.7571157495256167,0.6745597368346425,0.16993464052287582,0.23001446275132575,-3.7348968982696533,ge,0.17
grefcoco,instancevg,MiniCPM,four_difference,2027,probability_difference,False,0.7550214350973364,0.6781584096645209,0.6777131837903752,0.7562021224260314,0.6794090122791595,0.16993464052287582,0.2406771970620764,-0.018624423071742058,ge,0.17
grefcoco,instancevg,MiniCPM,four_difference,2028,log_ratio,True,0.7558507273877293,0.6748291410260046,0.6773048237529421,0.7574671445639187,0.6803731957008763,0.10998664698854452,0.17284405751070528,-3.0022528171539307,ge,0.11
grefcoco,instancevg,MiniCPM,four_difference,2028,probability_difference,False,0.7546911237613325,0.6797408048095738,0.6792870714346482,0.756483238456673,0.681167229106996,0.05994799353433129,0.1307319286504268,-0.0012479540891945362,ge,0.06
grefcoco,instancevg,MiniCPM,four_difference,2029,log_ratio,True,0.7576147304800056,0.677741542126308,0.6783342313473046,0.7604188628856561,0.6748149618580381,0.20999367488931056,0.25596234012988117,-5.01124382019043,ge,0.21
grefcoco,instancevg,MiniCPM,four_difference,2029,probability_difference,False,0.7553517464333404,0.6788616963956555,0.678328559680118,0.7571157495256167,0.6801463290134135,0.04996837444655281,0.1162124606528089,-0.0008232841501012444,ge,0.05
grefcoco,instancevg,MiniCPM,four_difference,2030,log_ratio,True,0.7548035701735891,0.6733771942262428,0.6768397470436435,0.7573968655562583,0.6815642458100558,0.04996837444655281,0.11862291920710093,-0.6041420102119446,ge,0.05
grefcoco,instancevg,MiniCPM,four_difference,2030,probability_difference,False,0.7557101693724084,0.6802881206930778,0.6796897598048947,0.7569751915102959,0.6817627541615858,0.05994799353433129,0.12883192014292602,-0.0011288531823083758,ge,0.06
grefcoco,instancevg,MiniCPM,four_ratio,2026,log_ratio,False,0.764670742849111,0.6763945211694977,0.6784221421886965,0.7743341064024176,0.6692567280152001,0.21997329397708903,0.290389359952358,-5.367876052856445,ge,0.22
grefcoco,instancevg,MiniCPM,four_ratio,2026,probability_difference,True,0.7550636025019327,0.6777075121231887,0.6773587045912146,0.7559210063953897,0.6787851288886368,0.06999789162977019,0.13972152114113945,-0.03360140696167946,ge,0.07
grefcoco,instancevg,MiniCPM,four_ratio,2027,log_ratio,False,0.7594560404807085,0.6767433287014718,0.6778181096333267,0.7694848548738492,0.6726313699912089,0.21997329397708903,0.27853557553242775,-4.522805690765381,ge,0.22
grefcoco,instancevg,MiniCPM,four_ratio,2027,probability_difference,True,0.7519361866610443,0.6786490088761592,0.6782860221762187,0.7528287300583316,0.6800896123415477,0.05994799353433129,0.13016476193176985,-0.00909316074103117,ge,0.06
grefcoco,instancevg,MiniCPM,four_ratio,2028,log_ratio,False,0.7606226720078713,0.6761591469812551,0.6776252729489833,0.7669548105980744,0.6724895783115447,0.19994377679387168,0.2623713240507047,-4.883466720581055,ge,0.2
grefcoco,instancevg,MiniCPM,four_ratio,2028,probability_difference,True,0.7536158549441282,0.6785128888636816,0.678229305504353,0.7547965422728231,0.6799478206618835,0.04996837444655281,0.10764824320108896,-0.002954066265374422,ge,0.05
grefcoco,instancevg,MiniCPM,four_ratio,2029,log_ratio,False,0.7576147304800056,0.677741542126308,0.6783342313473046,0.7604188628856561,0.6748149618580381,0.20999367488931056,0.25596234012988117,-5.01124382019043,ge,0.21
grefcoco,instancevg,MiniCPM,four_ratio,2029,probability_difference,True,0.7553517464333404,0.6788616963956555,0.678328559680118,0.7571157495256167,0.6801463290134135,0.04996837444655281,0.1162124606528089,-0.0008232841501012444,ge,0.05
grefcoco,instancevg,MiniCPM,four_ratio,2030,log_ratio,False,0.7573055028462998,0.6742421234721947,0.677143181238125,0.7644950453299599,0.6671014944843037,0.20999367488931056,0.2866460596092221,-4.427010536193848,ge,0.21
grefcoco,instancevg,MiniCPM,four_ratio,2030,probability_difference,True,0.7545786773490759,0.6790715480815586,0.6788276663925361,0.7561318434183709,0.6804582707086748,0.03998875535877434,0.1021750843660494,-0.00392303429543972,ge,0.04
grefcoco,instancevg,MiniCPM,gain,2026,regression,False,0.753236348302762,0.678237813005133,0.6778748263051924,0.7551479373111252,0.6793806539432267,0.03998875535877434,0.10106910926466835,0.07657840847969055,ge,0.04
grefcoco,instancevg,MiniCPM,gain,2027,regression,False,0.754930072387378,0.6774466154326064,0.6772310920795168,0.7560615644107105,0.6790403539120324,0.07997751071754867,0.15177381391259961,-0.015288867056369781,ge,0.08
grefcoco,instancevg,MiniCPM,gain,2028,regression,False,0.754079696394687,0.6769701953889347,0.6766866120296061,0.7557101693724084,0.6783313955137112,0.029938857263335443,0.0887899498057454,0.08195191621780396,ge,0.03
grefcoco,instancevg,MiniCPM,gain,2029,regression,False,0.7510998664698855,0.6760031761336245,0.6757479511102288,0.7526178930353503,0.676885120381136,0.119966266076323,0.16405297337152255,-0.07293874025344849,ge,0.12
grefcoco,instancevg,MiniCPM,gain,2030,regression,False,0.7530465949820788,0.6773558687576213,0.6768709412131697,0.7548668212804835,0.67782094546692,0.029938857263335443,0.0859257578765278,0.08320517092943192,ge,0.03
grefcoco,instancevg,MiniCPM,route,2026,probability,False,0.7737156511350061,0.6649320817854409,0.6720897257748916,0.7869140487736314,0.6456909508550038,0.22995291306486754,0.3532030740436151,3.4431228414177895e-05,ge,0.23
grefcoco,instancevg,MiniCPM,route,2027,probability,False,0.7712910253707217,0.67043076312282,0.6732552533817315,0.783610935413592,0.6626775940787795,0.21997329397708903,0.29064458497575363,0.0035944085102528334,ge,0.22
grefcoco,instancevg,MiniCPM,route,2028,probability,False,0.7668142525827535,0.6693162805206591,0.6747554093525792,0.7727879682338885,0.6686612029606103,0.15995502143509735,0.22978759606386298,0.0013828137889504433,ge,0.16
grefcoco,instancevg,MiniCPM,route,2029,probability,False,0.7621547543748682,0.6710518106797494,0.6748801860306838,0.7668142525827535,0.6733403283895301,0.13999578325954037,0.1978277514675439,0.00121789809782058,ge,0.14
grefcoco,instancevg,MiniCPM,route,2030,probability,False,0.7648745519713261,0.6762158636531208,0.6774296004310467,0.7703282029657741,0.6768284037092703,0.16993464052287582,0.22462637892408474,0.004773556720465422,ge,0.17
grefcoco,instancevg,Qwen3.8,error,2026,probability,False,0.7873005833157636,0.7298925219068145,0.7142075263023566,0.8309087075690491,0.7584436945240053,0.4799353433129524,0.629129682670221,0.0005966582684777677,ge,0.48
grefcoco,instancevg,Qwen3.8,error,2027,probability,False,0.7805748822826621,0.7284774409437654,0.7136687179196325,0.8188207182514583,0.7566854776961688,0.6499402628434886,0.766866120296061,0.000342582497978583,ge,0.65
grefcoco,instancevg,Qwen3.8,error,2028,probability,False,0.7852976315974418,0.7277684825454442,0.7133539403907779,0.8253566659638766,0.7554944275869891,0.3599690772366294,0.4618722173382866,0.002208717865869403,ge,0.36
grefcoco,instancevg,Qwen3.8,error,2029,probability,False,0.7809684447255605,0.7278932592235487,0.713603493746987,0.8258486190174995,0.7577347361256841,0.46995572422517395,0.5859966537163599,0.0004450614214874804,ge,0.47
grefcoco,instancevg,Qwen3.8,error,2030,probability,False,0.7836390470166561,0.7273147491705186,0.7135042395712219,0.8297139644388222,0.7561750276493775,0.48998524140839134,0.6496894762215353,1.606099795026239e-05,ge,0.49
grefcoco,instancevg,Qwen3.8,four_difference,2026,log_ratio,True,0.7851219340782908,0.7299690894138332,0.7140175254516065,0.8315412186379928,0.7620168448515441,0.4698854452175135,0.6019907551824859,-5.802664279937744,gt,0.47
grefcoco,instancevg,Qwen3.8,four_difference,2026,probability_difference,False,0.7670883407126291,0.7108782576638404,0.7054618155006664,0.8080680300794153,0.7457108016901568,0.9699908637290041,0.9670192553100984,-0.7546408772468567,ge,0.97
grefcoco,instancevg,Qwen3.8,four_difference,2027,log_ratio,True,0.779865064305292,0.7305475994668633,0.7134191645634235,0.8200154613816852,0.7604571363752375,0.40993745168318224,0.5371068825681309,-5.039910793304443,ge,0.41
grefcoco,instancevg,Qwen3.8,four_difference,2027,probability_difference,False,0.7705390399887554,0.7202620310240195,0.7091909366758358,0.8084194251177174,0.7500212687519496,0.9599409656335652,0.9593057879363639,-0.6507218480110168,ge,0.96
grefcoco,instancevg,Qwen3.8,four_difference,2028,log_ratio,True,0.7839271909480638,0.7292969968522247,0.7135184187391884,0.8321737297069366,0.76127952811729,0.48998524140839134,0.6452939341519439,-6.389966011047363,ge,0.49
grefcoco,instancevg,Qwen3.8,four_difference,2028,probability_difference,False,0.7674678473539953,0.7092334741797351,0.7034115078127215,0.8073652400028112,0.7466749851118737,0.9699205847213437,0.9723789808014066,-0.7309830784797668,gt,0.97
grefcoco,instancevg,Qwen3.8,four_difference,2029,log_ratio,True,0.7787406001827254,0.7273487791736382,0.7128576695119531,0.8107386323705109,0.7550690525479965,0.5299037177595053,0.5922922042934521,-4.511953353881836,gt,0.53
grefcoco,instancevg,Qwen3.8,four_difference,2029,probability_difference,False,0.765872513880104,0.7148257380256927,0.7079261548932309,0.8085599831330381,0.7477809602132547,0.9799704828167827,0.9796387148002155,-0.6767090559005737,ge,0.98
grefcoco,instancevg,Qwen3.8,four_difference,2030,log_ratio,True,0.7802094314428281,0.7272722116666194,0.7127442361682217,0.820647972450629,0.7574795111022885,0.6599901609389276,0.8281768425828773,-7.195610523223877,ge,0.66
